order_id,customer_id,restaurant_id,order_time,delivery_time,status,delivery_duration,payment_method,total_amount
ORD023799,CUST07721,REST0155,2025-09-28 20:04:00,2025-09-28 19:31:00,Delivered,33,Credit Card,138
ORD023800,CUST08721,REST0066,2024-07-02 20:21:00,2024-07-02 19:42:00,Delivered,39,Credit Card,216
ORD023801,CUST05026,REST0145,2025-08-14 21:07:00,2025-08-14 20:14:00,Delivered,53,UPI,490
ORD023802,CUST07016,REST0003,2025-09-28 13:03:00,2025-09-28 12:37:00,Delivered,26,UPI,354
ORD023803,CUST08154,REST0190,2024-06-11 22:27:00,2024-06-11 21:30:00,Delivered,57,Credit Card,167
ORD023804,CUST00202,REST0009,2024-12-01 10:51:00,2024-12-01 10:19:00,Delivered,32,Credit Card,292
ORD023805,CUST08343,REST0113,2024-09-08 15:02:00,2024-09-08 14:33:00,Delivered,29,UPI,142
ORD023806,CUST09039,REST0169,2024-08-18 12:47:00,2024-08-18 12:21:00,Delivered,26,UPI,690
ORD023807,CUST01522,REST0041,2024-06-28 20:51:00,2024-06-28 19:51:00,Delivered,60,UPI,472
ORD023808,CUST05435,REST0116,2025-11-27 12:29:00,2025-11-27 12:04:00,Cancelled,25,Cash,428
ORD023809,CUST03373,REST0079,2025-10-25 20:49:00,2025-10-25 20:12:00,Delivered,37,Wallet,777
ORD023810,CUST01052,REST0022,2025-02-12 13:41:00,2025-02-12 13:20:00,Delivered,21,Debit Card,165
ORD023811,CUST06951,REST0161,2024-07-15 19:48:00,2024-07-15 19:16:00,Delivered,32,UPI,510
ORD023812,CUST07751,REST0016,2024-08-13 14:42:00,2024-08-13 13:59:00,Delivered,43,UPI,41
ORD023813,CUST05156,REST0118,2025-06-29 13:45:00,2025-06-29 13:17:00,Delivered,28,Credit Card,253
ORD023814,CUST07014,REST0009,2024-12-31 20:40:00,2024-12-31 20:06:00,Delivered,34,Credit Card,285
ORD023815,CUST09556,REST0088,2024-10-18 20:05:00,2024-10-18 19:39:00,Delivered,26,UPI,341
ORD023816,CUST04847,REST0200,2024-05-12 20:28:00,2024-05-12 20:06:00,Delivered,22,UPI,388
ORD023817,CUST03637,REST0044,2025-11-06 14:55:00,2025-11-06 14:21:00,Delivered,34,UPI,278
ORD023818,CUST03947,REST0050,2024-02-29 13:48:00,2024-02-29 12:55:00,Delivered,53,Wallet,564
ORD023819,CUST08702,REST0170,2025-05-13 21:08:00,2025-05-13 20:16:00,Delivered,52,Wallet,276
ORD023820,CUST09431,REST0101,2025-07-03 20:10:00,2025-07-03 19:24:00,Delivered,46,Debit Card,534
ORD023821,CUST05261,REST0187,2025-06-29 14:07:00,2025-06-29 13:31:00,Delivered,36,UPI,448
ORD023822,CUST06301,REST0169,2024-07-15 14:52:00,2024-07-15 14:25:00,Delivered,27,Debit Card,230
ORD023823,CUST01753,REST0052,2025-04-20 13:43:00,2025-04-20 13:22:00,Delivered,21,UPI,630
ORD023824,CUST05396,REST0062,2024-03-15 19:48:00,2024-03-15 19:01:00,Delivered,47,Credit Card,206
ORD023825,CUST04355,REST0143,2024-02-18 13:47:00,2024-02-18 13:08:00,Delivered,39,Debit Card,608
ORD023826,CUST03540,REST0016,2024-12-21 21:12:00,2024-12-21 20:39:00,Delivered,33,UPI,879
ORD023827,CUST09201,REST0045,2024-01-07 18:34:00,2024-01-07 18:01:00,Delivered,33,Credit Card,500
ORD023828,CUST05322,REST0104,2025-04-14 18:29:00,2025-04-14 18:05:00,Delivered,24,UPI,1110
ORD023829,CUST07055,REST0148,2024-08-19 20:20:00,2024-08-19 19:31:00,Delivered,49,Credit Card,180
ORD023830,CUST02927,REST0188,2024-08-20 14:14:00,2024-08-20 13:23:00,Delivered,51,UPI,255
ORD023831,CUST05859,REST0158,2025-05-31 19:37:00,2025-05-31 19:03:00,Delivered,34,Wallet,44
ORD023832,CUST02468,REST0039,2024-05-16 19:55:00,2024-05-16 19:18:00,Delivered,37,Cash,98
ORD023833,CUST00908,REST0179,2024-06-06 23:10:00,2024-06-06 22:28:00,Delivered,42,UPI,368
ORD023834,CUST04664,REST0197,2024-06-27 20:16:00,2024-06-27 19:25:00,Delivered,51,UPI,219
ORD023835,CUST02740,REST0009,2024-03-18 21:10:00,2024-03-18 20:48:00,Delivered,22,Debit Card,720
ORD023836,CUST01118,REST0003,2024-10-16 20:28:00,2024-10-16 19:42:00,Cancelled,46,UPI,840
ORD023837,CUST04682,REST0130,2024-07-12 13:53:00,2024-07-12 13:11:00,Delivered,42,Cash,771
ORD023838,CUST02788,REST0163,2024-11-20 20:39:00,2024-11-20 19:43:00,Preparing,56,Credit Card,544
ORD023839,CUST01403,REST0124,2025-03-19 12:57:00,2025-03-19 12:33:00,Delivered,24,Credit Card,176
ORD023840,CUST06527,REST0016,2024-01-05 21:08:00,2024-01-05 20:16:00,Cancelled,52,UPI,810
ORD023841,CUST07631,REST0174,2024-09-05 12:04:00,2024-09-05 11:13:00,Delivered,51,UPI,125
ORD023842,CUST00638,REST0065,2025-03-17 22:00:00,2025-03-17 21:05:00,Delivered,55,Wallet,470
ORD023843,CUST01852,REST0033,2024-05-09 12:36:00,2024-05-09 12:03:00,Delivered,33,UPI,139
ORD023844,CUST09357,REST0011,2025-06-05 13:56:00,2025-06-05 13:09:00,Delivered,47,UPI,450
ORD023845,CUST08279,REST0132,2025-01-08 13:19:00,2025-01-08 12:26:00,Delivered,53,UPI,132
ORD023846,CUST04703,REST0199,2024-03-24 14:53:00,2024-03-24 13:56:00,Delivered,57,UPI,747
ORD023847,CUST08667,REST0050,2024-02-20 13:39:00,2024-02-20 12:59:00,Delivered,40,Debit Card,378
ORD023848,CUST03241,REST0099,2024-01-18 21:26:00,2024-01-18 21:05:00,Delivered,21,Cash,444
ORD023849,CUST00617,REST0137,2025-12-09 14:36:00,2025-12-09 14:05:00,Delivered,31,Cash,204
ORD023850,CUST05440,REST0101,2024-04-13 21:47:00,2024-04-13 21:08:00,Delivered,39,Credit Card,828
ORD023851,CUST01274,REST0024,2025-07-30 21:07:00,2025-07-30 20:45:00,Delivered,22,UPI,136
ORD023852,CUST00160,REST0161,2024-02-17 15:08:00,2024-02-17 14:45:00,Delivered,23,Cash,247
ORD023853,CUST05503,REST0103,2025-07-27 23:17:00,2025-07-27 22:24:00,Delivered,53,Credit Card,966
ORD023854,CUST08077,REST0054,2024-07-01 19:16:00,2024-07-01 18:50:00,Delivered,26,Credit Card,272
ORD023855,CUST09999,REST0059,2025-05-19 19:39:00,2025-05-19 18:44:00,Delivered,55,UPI,554
ORD023856,CUST06452,REST0128,2025-08-31 13:13:00,2025-08-31 12:17:00,Delivered,56,UPI,154
ORD023857,CUST08016,REST0169,2024-11-05 14:38:00,2024-11-05 13:46:00,Delivered,52,Cash,213
ORD023858,CUST01204,REST0013,2025-03-06 20:26:00,2025-03-06 19:57:00,Delivered,29,UPI,680
ORD023859,CUST03860,REST0112,2025-01-07 20:47:00,2025-01-07 20:26:00,Delivered,21,Cash,60
ORD023860,CUST04173,REST0084,2024-08-05 21:33:00,2024-08-05 20:34:00,Delivered,59,UPI,318
ORD023861,CUST03608,REST0087,2025-09-15 12:19:00,2025-09-15 11:37:00,Delivered,42,UPI,246
ORD023862,CUST09097,REST0079,2025-02-10 15:21:00,2025-02-10 14:52:00,Delivered,29,UPI,154
ORD023863,CUST06414,REST0131,2024-09-27 19:37:00,2024-09-27 18:50:00,Delivered,47,Debit Card,164
ORD023864,CUST01196,REST0173,2024-11-05 13:18:00,2024-11-05 12:23:00,Delivered,55,Credit Card,603
ORD023865,CUST05983,REST0096,2025-09-29 14:48:00,2025-09-29 14:20:00,Delivered,28,Debit Card,191
ORD023866,CUST01188,REST0113,2024-03-27 20:45:00,2024-03-27 20:03:00,Delivered,42,UPI,378
ORD023867,CUST02449,REST0115,2024-10-09 21:07:00,2024-10-09 20:13:00,Delivered,54,Credit Card,283
ORD023868,CUST00867,REST0137,2024-02-08 20:59:00,2024-02-08 20:19:00,Delivered,40,UPI,600
ORD023869,CUST00775,REST0170,2025-03-18 12:32:00,2025-03-18 12:07:00,Delivered,25,UPI,260
ORD023870,CUST02349,REST0193,2025-03-26 15:39:00,2025-03-26 14:48:00,Delivered,51,UPI,162
ORD023871,CUST06575,REST0158,2024-09-10 21:47:00,2024-09-10 20:48:00,Delivered,59,Wallet,134
ORD023872,CUST05510,REST0042,2025-08-05 19:24:00,2025-08-05 18:59:00,Cancelled,25,UPI,154
ORD023873,CUST02725,REST0092,2025-09-27 13:55:00,2025-09-27 13:09:00,Delivered,46,Debit Card,233
ORD023874,CUST08387,REST0156,2024-05-08 14:42:00,2024-05-08 13:55:00,Delivered,47,Credit Card,408
ORD023875,CUST06441,REST0103,2024-04-04 21:58:00,2024-04-04 21:29:00,Delivered,29,UPI,82
ORD023876,CUST02720,REST0040,2024-01-24 20:20:00,2024-01-24 19:40:00,Delivered,40,Wallet,344
ORD023877,CUST02702,REST0156,2025-08-11 21:27:00,2025-08-11 20:40:00,Delivered,47,UPI,134
ORD023878,CUST02355,REST0178,2025-01-28 21:27:00,2025-01-28 20:37:00,Delivered,50,UPI,687
ORD023879,CUST09915,REST0068,2025-08-30 21:42:00,2025-08-30 20:51:00,Delivered,51,Debit Card,176
ORD023880,CUST05963,REST0185,2025-09-24 15:03:00,2025-09-24 14:23:00,Delivered,40,Credit Card,486
ORD023881,CUST06009,REST0138,2024-10-21 20:27:00,2024-10-21 19:55:00,Delivered,32,UPI,308
ORD023882,CUST01171,REST0152,2025-06-08 22:39:00,2025-06-08 21:44:00,Delivered,55,Cash,101
ORD023883,CUST02813,REST0135,2025-07-14 13:12:00,2025-07-14 12:45:00,Cancelled,27,Debit Card,147
ORD023884,CUST01095,REST0110,2024-11-26 20:13:00,2024-11-26 19:21:00,Delivered,52,UPI,162
ORD023885,CUST01912,REST0005,2025-03-10 11:42:00,2025-03-10 10:55:00,Delivered,47,UPI,638
ORD023886,CUST01100,REST0042,2025-04-27 13:28:00,2025-04-27 12:41:00,Preparing,47,UPI,585
ORD023887,CUST02853,REST0039,2024-07-25 21:52:00,2024-07-25 21:16:00,Delivered,36,Debit Card,262
ORD023888,CUST02005,REST0146,2025-03-10 12:24:00,2025-03-10 11:26:00,Delivered,58,UPI,43
ORD023889,CUST02688,REST0179,2024-03-01 10:34:00,2024-03-01 10:12:00,Delivered,22,UPI,51
ORD023890,CUST02198,REST0046,2024-02-09 14:19:00,2024-02-09 13:40:00,Delivered,39,UPI,633
ORD023891,CUST01792,REST0169,2025-11-04 21:04:00,2025-11-04 20:31:00,Delivered,33,Debit Card,187
ORD023892,CUST09478,REST0173,2024-03-07 22:13:00,2024-03-07 21:15:00,Delivered,58,UPI,249
ORD023893,CUST02055,REST0170,2025-03-25 14:10:00,2025-03-25 13:35:00,Delivered,35,UPI,555
ORD023894,CUST04766,REST0156,2024-06-09 21:32:00,2024-06-09 20:41:00,Delivered,51,UPI,61
ORD023895,CUST00514,REST0069,2025-08-30 13:10:00,2025-08-30 12:47:00,Delivered,23,Credit Card,271
ORD023896,CUST07648,REST0189,2025-04-24 21:24:00,2025-04-24 20:57:00,Delivered,27,UPI,170
ORD023897,CUST08261,REST0137,2025-12-06 19:27:00,2025-12-06 19:07:00,Delivered,20,Debit Card,169
ORD023898,CUST06763,REST0093,2024-04-12 20:30:00,2024-04-12 19:51:00,Delivered,39,UPI,178
ORD023899,CUST09723,REST0105,2024-02-16 23:12:00,2024-02-16 22:21:00,Delivered,51,Debit Card,848
ORD023900,CUST07053,REST0060,2025-12-11 14:21:00,2025-12-11 13:45:00,Cancelled,36,Debit Card,73
ORD023901,CUST09880,REST0022,2025-12-04 20:05:00,2025-12-04 19:14:00,Delivered,51,Debit Card,229
ORD023902,CUST00311,REST0141,2024-05-14 21:07:00,2024-05-14 20:36:00,Delivered,31,UPI,693
ORD023903,CUST04110,REST0193,2025-09-16 19:06:00,2025-09-16 18:41:00,Cancelled,25,UPI,212
ORD023904,CUST00729,REST0012,2024-01-15 12:25:00,2024-01-15 12:01:00,Delivered,24,UPI,370
ORD023905,CUST05663,REST0170,2024-01-24 18:47:00,2024-01-24 18:04:00,Delivered,43,UPI,483
ORD023906,CUST00056,REST0060,2024-07-12 13:56:00,2024-07-12 13:08:00,Delivered,48,UPI,196
ORD023907,CUST08372,REST0058,2024-02-11 19:45:00,2024-02-11 19:03:00,Delivered,42,UPI,274
ORD023908,CUST06373,REST0041,2025-02-24 21:43:00,2025-02-24 20:43:00,Delivered,60,Debit Card,166
ORD023909,CUST07023,REST0190,2024-11-26 14:26:00,2024-11-26 13:30:00,Preparing,56,Debit Card,600
ORD023910,CUST07020,REST0031,2024-04-21 20:25:00,2024-04-21 19:37:00,Delivered,48,UPI,164
ORD023911,CUST02445,REST0026,2025-08-31 21:27:00,2025-08-31 20:34:00,Delivered,53,Credit Card,465
ORD023912,CUST08303,REST0195,2025-06-19 13:23:00,2025-06-19 13:00:00,Delivered,23,UPI,146
ORD023913,CUST01867,REST0164,2024-12-12 15:37:00,2024-12-12 14:44:00,Delivered,53,Debit Card,432
ORD023914,CUST02452,REST0108,2025-12-07 19:30:00,2025-12-07 18:52:00,Delivered,38,UPI,180
ORD023915,CUST06380,REST0183,2025-07-19 19:50:00,2025-07-19 19:03:00,Delivered,47,UPI,340
ORD023916,CUST00535,REST0021,2024-01-09 22:51:00,2024-01-09 22:18:00,Delivered,33,UPI,366
ORD023917,CUST02556,REST0122,2025-08-15 14:24:00,2025-08-15 13:38:00,Delivered,46,UPI,274
ORD023918,CUST00969,REST0140,2025-11-11 15:41:00,2025-11-11 14:49:00,Delivered,52,Cash,435
ORD023919,CUST01025,REST0122,2025-11-29 20:22:00,2025-11-29 19:52:00,Delivered,30,UPI,564
ORD023920,CUST09996,REST0101,2024-01-31 20:43:00,2024-01-31 20:00:00,Delivered,43,Credit Card,237
ORD023921,CUST05520,REST0063,2024-07-16 13:47:00,2024-07-16 13:24:00,Delivered,23,Credit Card,347
ORD023922,CUST02240,REST0103,2024-06-12 14:57:00,2024-06-12 14:05:00,Delivered,52,Debit Card,640
ORD023923,CUST07729,REST0044,2024-12-20 20:58:00,2024-12-20 20:07:00,Delivered,51,Wallet,45
ORD023924,CUST02923,REST0078,2025-11-16 19:44:00,2025-11-16 19:14:00,Delivered,30,UPI,59
ORD023925,CUST00572,REST0021,2025-10-17 22:35:00,2025-10-17 21:48:00,Cancelled,47,Credit Card,348
ORD023926,CUST01364,REST0053,2024-12-29 21:19:00,2024-12-29 20:42:00,Delivered,37,UPI,150
ORD023927,CUST04603,REST0094,2024-08-16 15:16:00,2024-08-16 14:27:00,Delivered,49,UPI,108
ORD023928,CUST09146,REST0157,2024-07-12 11:50:00,2024-07-12 11:07:00,Delivered,43,UPI,576
ORD023929,CUST01305,REST0037,2024-08-13 14:38:00,2024-08-13 13:51:00,Delivered,47,Wallet,304
ORD023930,CUST02434,REST0083,2025-02-01 21:27:00,2025-02-01 20:27:00,Delivered,60,UPI,840
ORD023931,CUST09847,REST0008,2025-11-22 13:10:00,2025-11-22 12:23:00,Delivered,47,Credit Card,462
ORD023932,CUST07206,REST0181,2024-05-09 22:34:00,2024-05-09 21:56:00,Delivered,38,Wallet,260
ORD023933,CUST02931,REST0140,2025-09-18 21:48:00,2025-09-18 20:49:00,Preparing,59,Wallet,269
ORD023934,CUST05007,REST0169,2025-08-21 21:14:00,2025-08-21 20:24:00,Delivered,50,Credit Card,110
ORD023935,CUST00446,REST0144,2024-04-07 22:16:00,2024-04-07 21:26:00,Cancelled,50,UPI,272
ORD023936,CUST07668,REST0199,2024-11-12 20:05:00,2024-11-12 19:43:00,Delivered,22,UPI,264
ORD023937,CUST07799,REST0189,2025-09-18 13:33:00,2025-09-18 12:49:00,Delivered,44,UPI,174
ORD023938,CUST03159,REST0033,2024-06-08 13:56:00,2024-06-08 13:06:00,Delivered,50,UPI,376
ORD023939,CUST00471,REST0162,2025-08-10 13:56:00,2025-08-10 12:57:00,Cancelled,59,UPI,656
ORD023940,CUST07274,REST0018,2024-12-28 18:56:00,2024-12-28 18:35:00,Delivered,21,UPI,90
ORD023941,CUST09867,REST0141,2025-07-15 19:44:00,2025-07-15 19:07:00,Delivered,37,Cash,100
ORD023942,CUST09946,REST0067,2024-02-05 13:48:00,2024-02-05 13:09:00,Delivered,39,Wallet,139
ORD023943,CUST09106,REST0187,2025-08-27 19:52:00,2025-08-27 19:23:00,Delivered,29,Wallet,223
ORD023944,CUST09969,REST0153,2025-04-26 12:38:00,2025-04-26 11:54:00,Delivered,44,Credit Card,644
ORD023945,CUST01759,REST0167,2025-04-03 15:32:00,2025-04-03 14:47:00,Preparing,45,UPI,741
ORD023946,CUST01562,REST0067,2025-07-13 13:00:00,2025-07-13 12:30:00,Delivered,30,UPI,78
ORD023947,CUST08882,REST0107,2024-02-29 20:30:00,2024-02-29 19:40:00,Delivered,50,UPI,318
ORD023948,CUST08360,REST0024,2025-11-14 13:52:00,2025-11-14 13:32:00,Delivered,20,Debit Card,500
ORD023949,CUST06088,REST0065,2025-07-25 11:16:00,2025-07-25 10:47:00,Delivered,29,UPI,303
ORD023950,CUST07342,REST0165,2024-06-10 13:32:00,2024-06-10 12:32:00,Delivered,60,UPI,957
ORD023951,CUST07479,REST0043,2024-05-24 14:03:00,2024-05-24 13:22:00,Delivered,41,Credit Card,81
ORD023952,CUST07032,REST0104,2025-04-29 12:59:00,2025-04-29 12:20:00,Delivered,39,UPI,245
ORD023953,CUST00367,REST0184,2024-04-15 14:01:00,2024-04-15 13:33:00,Delivered,28,UPI,486
ORD023954,CUST01434,REST0199,2024-01-29 14:21:00,2024-01-29 13:46:00,Delivered,35,UPI,174
ORD023955,CUST09171,REST0151,2024-03-27 14:20:00,2024-03-27 13:54:00,Delivered,26,Credit Card,158
ORD023956,CUST01092,REST0135,2025-07-12 15:43:00,2025-07-12 14:46:00,Delivered,57,UPI,33
ORD023957,CUST01575,REST0012,2024-11-12 20:51:00,2024-11-12 20:23:00,Delivered,28,Cash,129
ORD023958,CUST01718,REST0053,2025-05-12 15:16:00,2025-05-12 14:37:00,Delivered,39,UPI,64
ORD023959,CUST07087,REST0111,2025-02-08 20:01:00,2025-02-08 19:36:00,Delivered,25,Credit Card,465
ORD023960,CUST03842,REST0166,2024-10-14 21:22:00,2024-10-14 20:40:00,Delivered,42,UPI,627
ORD023961,CUST01776,REST0071,2024-05-13 20:31:00,2024-05-13 19:49:00,Delivered,42,Credit Card,390
ORD023962,CUST09900,REST0040,2024-07-16 21:44:00,2024-07-16 21:18:00,Delivered,26,UPI,315
ORD023963,CUST08080,REST0032,2025-05-22 12:50:00,2025-05-22 12:29:00,Delivered,21,Cash,267
ORD023964,CUST09873,REST0151,2025-05-11 12:30:00,2025-05-11 12:05:00,Delivered,25,UPI,458
ORD023965,CUST05764,REST0036,2024-08-14 20:40:00,2024-08-14 19:43:00,Delivered,57,UPI,291
ORD023966,CUST05347,REST0036,2025-06-07 22:00:00,2025-06-07 21:02:00,Delivered,58,UPI,270
ORD023967,CUST05905,REST0061,2024-05-03 22:11:00,2024-05-03 21:37:00,Delivered,34,Cash,374
ORD023968,CUST04740,REST0194,2025-12-30 14:22:00,2025-12-30 13:23:00,Delivered,59,UPI,193
ORD023969,CUST00842,REST0007,2024-01-09 21:13:00,2024-01-09 20:23:00,Delivered,50,UPI,273
ORD023970,CUST07000,REST0194,2025-06-11 21:52:00,2025-06-11 21:28:00,Delivered,24,UPI,384
ORD023971,CUST08498,REST0056,2025-07-01 20:25:00,2025-07-01 20:01:00,Delivered,24,Debit Card,134
ORD023972,CUST05979,REST0089,2024-05-17 14:19:00,2024-05-17 13:32:00,Delivered,47,UPI,173
ORD023973,CUST09905,REST0046,2025-11-11 14:00:00,2025-11-11 13:36:00,Delivered,24,Credit Card,262
ORD023974,CUST04903,REST0073,2025-07-21 15:26:00,2025-07-21 14:31:00,Delivered,55,UPI,627
ORD023975,CUST06979,REST0169,2025-03-06 20:29:00,2025-03-06 20:04:00,Delivered,25,Cash,170
ORD023976,CUST00266,REST0023,2024-01-03 20:45:00,2024-01-03 19:50:00,Delivered,55,UPI,370
ORD023977,CUST02228,REST0148,2025-01-16 19:35:00,2025-01-16 19:04:00,Delivered,31,Credit Card,218
ORD023978,CUST04032,REST0186,2024-04-06 19:01:00,2024-04-06 18:01:00,Delivered,60,Debit Card,177
ORD023979,CUST07405,REST0064,2025-11-15 19:17:00,2025-11-15 18:18:00,Delivered,59,Debit Card,224
ORD023980,CUST01349,REST0108,2025-05-21 21:14:00,2025-05-21 20:29:00,Delivered,45,UPI,423
ORD023981,CUST06165,REST0087,2025-08-06 12:59:00,2025-08-06 12:07:00,Preparing,52,Credit Card,181
ORD023982,CUST04162,REST0080,2024-02-07 13:11:00,2024-02-07 12:11:00,Delivered,60,UPI,645
ORD023983,CUST05017,REST0017,2024-04-23 21:51:00,2024-04-23 21:02:00,Delivered,49,UPI,885
ORD023984,CUST05051,REST0080,2024-10-17 20:39:00,2024-10-17 19:49:00,Delivered,50,UPI,349
ORD023985,CUST00665,REST0129,2024-11-09 15:08:00,2024-11-09 14:31:00,Delivered,37,Credit Card,282
ORD023986,CUST07348,REST0143,2024-11-22 13:20:00,2024-11-22 12:47:00,Delivered,33,Debit Card,55
ORD023987,CUST05498,REST0029,2025-10-25 22:16:00,2025-10-25 21:46:00,Delivered,30,Debit Card,315
ORD023988,CUST03805,REST0048,2024-03-15 21:47:00,2024-03-15 21:25:00,Delivered,22,Debit Card,71
ORD023989,CUST09115,REST0157,2025-02-23 20:43:00,2025-02-23 20:14:00,Delivered,29,Debit Card,180
ORD023990,CUST06445,REST0035,2025-04-26 18:58:00,2025-04-26 18:25:00,Delivered,33,UPI,268
ORD023991,CUST06326,REST0073,2024-04-05 20:35:00,2024-04-05 20:15:00,Delivered,20,UPI,68
ORD023992,CUST00186,REST0037,2025-03-15 20:39:00,2025-03-15 19:59:00,Delivered,40,Cash,501
ORD023993,CUST06678,REST0125,2024-08-04 20:33:00,2024-08-04 20:12:00,Delivered,21,UPI,882
ORD023994,CUST08805,REST0050,2024-12-19 20:38:00,2024-12-19 19:58:00,Cancelled,40,Credit Card,930
ORD023995,CUST03429,REST0173,2024-10-02 14:07:00,2024-10-02 13:40:00,Delivered,27,UPI,885
ORD023996,CUST00637,REST0148,2024-02-07 19:25:00,2024-02-07 19:03:00,Delivered,22,UPI,246
ORD023997,CUST02406,REST0056,2025-04-24 13:21:00,2025-04-24 12:48:00,Delivered,33,Cash,110
ORD023998,CUST07256,REST0057,2024-12-17 13:19:00,2024-12-17 12:39:00,Delivered,40,UPI,169
ORD023999,CUST04613,REST0174,2024-07-04 22:41:00,2024-07-04 21:57:00,Delivered,44,Wallet,648
ORD024000,CUST01919,REST0132,2024-09-06 19:54:00,2024-09-06 19:05:00,Preparing,49,UPI,555
ORD024001,CUST02669,REST0161,2025-09-02 15:05:00,2025-09-02 14:37:00,Delivered,28,Credit Card,1068
ORD024002,CUST06722,REST0080,2024-10-07 13:26:00,2024-10-07 12:36:00,Delivered,50,UPI,189
ORD024003,CUST01453,REST0005,2025-04-25 19:51:00,2025-04-25 19:29:00,Delivered,22,Credit Card,99
ORD024004,CUST00886,REST0036,2025-06-09 20:50:00,2025-06-09 20:13:00,Delivered,37,Debit Card,292
ORD024005,CUST01844,REST0127,2024-02-29 19:42:00,2024-02-29 18:55:00,Delivered,47,Credit Card,308
ORD024006,CUST02528,REST0122,2025-03-28 21:51:00,2025-03-28 21:14:00,Delivered,37,UPI,154
ORD024007,CUST01997,REST0200,2024-12-13 13:52:00,2024-12-13 13:21:00,Delivered,31,Cash,160
ORD024008,CUST03785,REST0197,2025-01-05 19:50:00,2025-01-05 19:26:00,Delivered,24,Credit Card,300
ORD024009,CUST08663,REST0018,2025-03-19 14:44:00,2025-03-19 13:51:00,Cancelled,53,Cash,192
ORD024010,CUST05180,REST0046,2025-11-17 13:51:00,2025-11-17 13:01:00,Cancelled,50,Credit Card,271
ORD024011,CUST07903,REST0103,2025-09-30 13:58:00,2025-09-30 13:28:00,Delivered,30,Credit Card,51
ORD024012,CUST09891,REST0176,2024-01-10 15:34:00,2024-01-10 14:59:00,Cancelled,35,UPI,894
ORD024013,CUST01423,REST0009,2024-03-20 15:15:00,2024-03-20 14:18:00,Delivered,57,UPI,87
ORD024014,CUST02912,REST0129,2025-09-20 20:38:00,2025-09-20 19:58:00,Delivered,40,Cash,840
ORD024015,CUST08230,REST0175,2025-01-21 13:57:00,2025-01-21 12:59:00,Delivered,58,Debit Card,912
ORD024016,CUST07887,REST0038,2024-02-09 19:31:00,2024-02-09 19:05:00,Delivered,26,UPI,72
ORD024017,CUST00912,REST0151,2024-01-16 18:50:00,2024-01-16 18:26:00,Delivered,24,UPI,399
ORD024018,CUST00101,REST0180,2025-08-12 13:03:00,2025-08-12 12:39:00,Delivered,24,UPI,534
ORD024019,CUST09680,REST0097,2024-03-01 21:15:00,2024-03-01 20:30:00,Delivered,45,Cash,59
ORD024020,CUST08594,REST0029,2025-11-02 13:03:00,2025-11-02 12:10:00,Delivered,53,UPI,729
ORD024021,CUST06964,REST0127,2024-08-15 21:32:00,2024-08-15 20:32:00,Delivered,60,Debit Card,453
ORD024022,CUST03999,REST0032,2024-09-12 20:47:00,2024-09-12 19:53:00,Delivered,54,UPI,107
ORD024023,CUST03090,REST0189,2024-09-03 13:09:00,2024-09-03 12:41:00,Delivered,28,Credit Card,200
ORD024024,CUST08424,REST0166,2025-02-23 20:44:00,2025-02-23 19:49:00,Delivered,55,UPI,340
ORD024025,CUST06089,REST0004,2024-08-11 21:15:00,2024-08-11 20:44:00,Delivered,31,UPI,238
ORD024026,CUST02809,REST0143,2024-04-08 12:05:00,2024-04-08 11:23:00,Delivered,42,Debit Card,163
ORD024027,CUST04173,REST0165,2024-07-10 20:47:00,2024-07-10 19:55:00,Delivered,52,UPI,549
ORD024028,CUST08436,REST0048,2025-04-26 13:01:00,2025-04-26 12:38:00,Delivered,23,UPI,101
ORD024029,CUST04568,REST0048,2024-04-15 13:28:00,2024-04-15 12:57:00,Delivered,31,Wallet,160
ORD024030,CUST01029,REST0086,2024-02-26 13:24:00,2024-02-26 13:00:00,Delivered,24,Wallet,122
ORD024031,CUST04902,REST0116,2025-04-29 21:10:00,2025-04-29 20:46:00,Delivered,24,Wallet,248
ORD024032,CUST06024,REST0124,2025-09-14 18:39:00,2025-09-14 18:13:00,Delivered,26,Cash,532
ORD024033,CUST07530,REST0083,2024-10-08 14:32:00,2024-10-08 14:08:00,Delivered,24,UPI,322
ORD024034,CUST03555,REST0166,2025-09-03 21:20:00,2025-09-03 20:35:00,Delivered,45,UPI,231
ORD024035,CUST08987,REST0026,2025-11-27 19:05:00,2025-11-27 18:42:00,Preparing,23,UPI,382
ORD024036,CUST06419,REST0021,2024-06-24 22:32:00,2024-06-24 21:45:00,Delivered,47,UPI,603
ORD024037,CUST03444,REST0096,2025-04-06 11:59:00,2025-04-06 11:39:00,Delivered,20,Credit Card,164
ORD024038,CUST04017,REST0192,2025-10-30 21:13:00,2025-10-30 20:29:00,Delivered,44,Cash,195
ORD024039,CUST03594,REST0175,2025-12-11 12:31:00,2025-12-11 11:52:00,Delivered,39,UPI,478
ORD024040,CUST05193,REST0176,2025-06-01 13:56:00,2025-06-01 13:19:00,Delivered,37,Credit Card,125
ORD024041,CUST05211,REST0190,2024-08-14 14:31:00,2024-08-14 14:08:00,Delivered,23,UPI,498
ORD024042,CUST04761,REST0155,2025-03-11 11:47:00,2025-03-11 11:04:00,Delivered,43,Debit Card,291
ORD024043,CUST02162,REST0010,2024-05-26 15:48:00,2024-05-26 14:52:00,Delivered,56,Debit Card,110
